Item #,Description,Vendor Name,class,Full Case Qty
227504,"VAPR Premiere50, 50 deg,      w/suction                     ",DEPUY MITEK                             ,Soft Tissue Ablators - Arthro,1
228146,"VAPR COOLPULSE 90, 90deg,     w/suction                     ",DEPUY MITEK                             ,Soft Tissue Ablators - Arthro,1
228147,"VAPR COOLPUSE 90, HC, 90 deg, w/suction (blk shaft,         ",DEPUY MITEK                             ,Soft Tissue Ablators - Arthro,1
228203,"VAPR Wedge Short, Hand        Controls, 45 deg.             ",DEPUY MITEK                             ,Soft Tissue Ablators - Arthro,1
228305,"VAPR 90deg Hook, HC                                         ",DEPUY MITEK                             ,Soft Tissue Ablators - Arthro,1
228370,"VAPR S90 Suction, 90 deg, HC, w/suction                     ",DEPUY MITEK                             ,Soft Tissue Ablators - Arthro,1
228504,"VAPR Premiere 50, HC, 50 deg, w/suction                     ",DEPUY MITEK                             ,Soft Tissue Ablators - Arthro,1
225301,VAPR Side Effect Electrode                                  ,Mitek                                   ,Soft Tissue Ablators - Arthro,4
225305,VAPR 90 Degree Hook Electrode                               ,Mitek                                   ,Soft Tissue Ablators - Arthro,4
225370,VAPR S 90 Electrode           w/Integrated Handpiece        ,Mitek                                   ,Soft Tissue Ablators - Arthro,4
ASC1336-01,"TurboVac90 XL Integrated CableWand, 90 deg. Tip             ",Smith & Nephew                          ,Soft Tissue Ablators - Arthro,1
ASC4251-01,"Starvac Coblation Wand, 5.5mm tip, 90 deg, w/suction        ",Smith & Nephew                          ,Soft Tissue Ablators - Arthro,1
ASC4730-01,"MultiVac 50 SL w/Integrated   Cable Wand, 50 deg, w/suction ",Smith & Nephew                          ,Soft Tissue Ablators - Arthro,1
ASC4830-01,"Super Multivac 50 Wand, 3.0mm tip, 50 deg, (blk shaft, wht- ",Smith & Nephew                          ,Soft Tissue Ablators - Arthro,1
CTI-512N,CloseSure Procedure Kit       w/Suture Passer & Two Guides  ,CooperSurgical/Inlet Medical Inc.       ,Suture Passers,5
5921-018-135,"Color Cuff                    18"" (Red), Quick Connect      ",Stryker                                 ,Tourniquet Cuffs,10
5921-018-136,"Color Cuff                    18"" (Red), Luer-Lock          ",Stryker                                 ,Tourniquet Cuffs,10
5921-018-145,"Color Cuff                    18"" (Red), Quick Connect      ",Stryker                                 ,Tourniquet Cuffs,10
5921-018-146,"Color Cuff                    18"" (Red), Luer-Lock          ",Stryker                                 ,Tourniquet Cuffs,10
5921-018-235,"Color Cuff                    18"" (Red), Quick Connect      ",Stryker                                 ,Tourniquet Cuffs,10
5921-018-236,"Color Cuff                    18"" (Red), Luer- Lock         ",Stryker                                 ,Tourniquet Cuffs,10
5921-018-245,"Color Cuff                    18"" (Red), Quick Connect      ",Stryker                                 ,Tourniquet Cuffs,10
5921-018-246,"Color Cuff                    18"" (Red), Luer-Lock          ",Stryker                                 ,Tourniquet Cuffs,10
5921-024-135,"Color Cuff                    24"" (Yellow), Quick Connect   ",Stryker                                 ,Tourniquet Cuffs,10
5921-024-136,"Color Cuff                    24"" (Yellow), Luer-Lock       ",Stryker                                 ,Tourniquet Cuffs,10
5921-024-145,"Color Cuff                    24"" (Yellow), Quick Connect   ",Stryker                                 ,Tourniquet Cuffs,10
5921-024-146,"Color Cuff                    24"" (Yellow), Luer-Lock       ",Stryker                                 ,Tourniquet Cuffs,10
5921-024-235,"Color Cuff                    24"" (Yellow), Quick Connect   ",Stryker                                 ,Tourniquet Cuffs,10
5921-024-236,"Color Cuff                    24"" (Yellow), Luer-Lock       ",Stryker                                 ,Tourniquet Cuffs,10
5921-024-245,"Color Cuff                    24"" (Yellow), Quick Connect   ",Stryker                                 ,Tourniquet Cuffs,10
5921-030-135,"Color Cuff                    30"" (Royal Blue) Quick Connect",Stryker                                 ,Tourniquet Cuffs,10
5921-030-136,"Color Cuff                    30"" (Royal Blue), Luer-Lock   ",Stryker                                 ,Tourniquet Cuffs,10
5921-030-235,"Color Cuff                    30"" (Royal Blue) Quick Connect",Stryker                                 ,Tourniquet Cuffs,10
5921-030-236,"Color Cuff                    30"" (Royal Blue), Luer-Lock   ",Stryker                                 ,Tourniquet Cuffs,10
5921-034-135,"Color Cuff                    34"" (Purple), Quick Connect   ",Stryker                                 ,Tourniquet Cuffs,10
5921-034-136,"Color Cuff                    34"" (Purple), Luer-Lock       ",Stryker                                 ,Tourniquet Cuffs,10
5921-034-235,"Color Cuff                    34"" (Purple), Quick Connect   ",Stryker                                 ,Tourniquet Cuffs,10
5921-034-236,"Color Cuff                    34"" (Purple), Luer-Lock       ",Stryker                                 ,Tourniquet Cuffs,10
5921-044-135,"Color Cuff                    44"" (Navy Blue), Quick Connect",Stryker                                 ,Tourniquet Cuffs,10
5921-044-235,"Color Cuff                    44"" (Navy Blue), Quick Connect",Stryker                                 ,Tourniquet Cuffs,10
5921-044-236,"Color Cuff                    44"" (Navy Blue), Luer-Lock    ",Stryker                                 ,Tourniquet Cuffs,10
5921-109-135,"Color Cuff                    9"" (Lt. Blue), Quick Connect  ",Stryker                                 ,Tourniquet Cuffs,10
5921-109-136,"Color Cuff                    9"" (Light Blue), Luer-Lock    ",Stryker                                 ,Tourniquet Cuffs,10
5921-109-235,"Color Cuff                    9"" (Light Blue), Quick Connect",Stryker                                 ,Tourniquet Cuffs,10
5921-109-236,"Color Cuff                    9"" (Light Blue), Luer-Lock    ",Stryker                                 ,Tourniquet Cuffs,10
5921-112-236,"Color Cuff                    12"" (Green), Luer-Lock        ",Stryker                                 ,Tourniquet Cuffs,10
5921-115-135,"Color Cuff                    15"" (Pink), Quick Connect     ",Stryker                                 ,Tourniquet Cuffs,10
5921-115-235,"Color Cuff                    15"" (Pink), Quick Connect     ",Stryker                                 ,Tourniquet Cuffs,10
5921-209-135,"Color Cuff                    9"" (Light Blue), Quick Connect",Stryker                                 ,Tourniquet Cuffs,10
5921-209-235,"Color Cuff                    9"" (Light Blue), Quick Connect",Stryker                                 ,Tourniquet Cuffs,10
5921-212-135,"Color Cuff                    12"" (Green), Quick Connect    ",Stryker                                 ,Tourniquet Cuffs,10
5921-212-235,"Color Cuff                    12"" (Green), Quick Connect    ",Stryker                                 ,Tourniquet Cuffs,10
5921-218-135,"Color Cuff                    18"" (Red), Quick Connect      ",Stryker                                 ,Tourniquet Cuffs,10
5921-218-136,"Color Cuff                    18"" (Red), Luer-Lock          ",Stryker                                 ,Tourniquet Cuffs,10
5921-218-235,"Color Cuff                    18"" (Red), Quick Connect      ",Stryker                                 ,Tourniquet Cuffs,10
5921-218-236,"Color Cuff                    18"" (Red), Luer-Lock          ",Stryker                                 ,Tourniquet Cuffs,10
60-7070-003,"Tourniquet Cuff               18"" (Red), Luer-Lock          ",Zimmer                                  ,Tourniquet Cuffs,10
60-7070-004,"Tourniquet Cuff               24"" (Green), Luer-Lock        ",Zimmer                                  ,Tourniquet Cuffs,10
60-7070-005,"Tourniquet Cuff               30"" (Blue), Luer-Lock         ",Zimmer                                  ,Tourniquet Cuffs,10
60-7070-006,"Tourniquet Cuff               34"" (Brown), Luer-Lock        ",Zimmer                                  ,Tourniquet Cuffs,10
60-7070-007,"Tourniquet Cuff               42"" (Maroon), Luer-Lock       ",Zimmer                                  ,Tourniquet Cuffs,10
60-7070-053,"Tourniquet Cuff with Sleeve   18"" (Red), Luer-Lock          ",Zimmer                                  ,Tourniquet Cuffs,10
60-7070-054,"Tourniquet Cuff with Sleeve   24"" (Green), Luer-Lock        ",Zimmer                                  ,Tourniquet Cuffs,10
60-7070-055,"Tourniquet Cuff with Sleeve   30"" (Blue), Luer-Lock         ",Zimmer                                  ,Tourniquet Cuffs,10
60-7070-056,"Tourniquet Cuff with Sleeve   34"" (Brown), Luer-Lock        ",Zimmer                                  ,Tourniquet Cuffs,10
60-7070-057,"Tourniquet Cuff with Sleeve   42"" (Maroon), Luer-Lock       ",Zimmer                                  ,Tourniquet Cuffs,10
60-7070-102,"Tourniquet Cuff               12"" (Light Blue), PLC         ",Zimmer                                  ,Tourniquet Cuffs,10
60-7070-103,"Tourniquet Cuff               18"" (Red), PLC                ",Zimmer                                  ,Tourniquet Cuffs,10
60-7070-104,"Tourniquet Cuff               24"" (Green), PLC              ",Zimmer                                  ,Tourniquet Cuffs,10
60-7070-105,"Tourniquet Cuff               30"" (Blue), PLC               ",Zimmer                                  ,Tourniquet Cuffs,10
60-7070-106,"Tourniquet Cuff               34"" (Brown), PLC              ",Zimmer                                  ,Tourniquet Cuffs,10
60-7070-107,"Tourniquet Cuff               42"" (Maroon), PLC             ",Zimmer                                  ,Tourniquet Cuffs,10
60-7070-152,"Tourniquet Cuff with Sleeve   12"" (Light Blue), PLC         ",Zimmer                                  ,Tourniquet Cuffs,10
60-7070-153,"Tourniquet Cuff with Sleeve   18"" (Red), PLC                ",Zimmer                                  ,Tourniquet Cuffs,10
60-7070-154,"Tourniquet Cuff with Sleeve   24"" (Green), PLC              ",Zimmer                                  ,Tourniquet Cuffs,10
60-7070-155,"Tourniquet Cuff with Sleeve   30"" (Blue), PLC               ",Zimmer                                  ,Tourniquet Cuffs,10
60-7070-156,"Tourniquet Cuff with Sleeve   34"" (Brown), PLC              ",Zimmer                                  ,Tourniquet Cuffs,10
60-7070-157,"Tourniquet Cuff with Sleeve   42"" (Maroon), PLC             ",Zimmer                                  ,Tourniquet Cuffs,10
60-7075-003,"Tourniquet Cuff               18"" (Red), Luer-Lock          ",Zimmer                                  ,Tourniquet Cuffs,10
60-7075-004,"Tourniquet Cuff               24"" (Green), Luer-Lock        ",Zimmer                                  ,Tourniquet Cuffs,10
